Reference,DOI,Order,Species,Location,Stage,Sex,Temperature,Record,Response,Unit,mean,sem,n,Source
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.627113,Study,Size,µm^2 gametophyte^–1,152.36363,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.599226,Study,Size,µm^2 gametophyte^–1,126.666664,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.008263,Study,Size,µm^2 gametophyte^–1,72.84849,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.989672,Study,Size,µm^2 gametophyte^–1,86.42424,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.896708,Study,Size,µm^2 gametophyte^–1,97.333336,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.09193,Study,Size,µm^2 gametophyte^–1,98.06061,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.94319,Study,Size,µm^2 gametophyte^–1,103.15151,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.09193,Study,Size,µm^2 gametophyte^–1,107.030304,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,25.961782,Study,Size,µm^2 gametophyte^–1,131.51515,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.277857,Study,Size,µm^2 gametophyte^–1,136.84848,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.073338,Study,Size,µm^2 gametophyte^–1,137.57576,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.064041,Study,Size,µm^2 gametophyte^–1,146.78787,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.259264,Study,Size,µm^2 gametophyte^–1,148.72728,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.064041,Study,Size,µm^2 gametophyte^–1,157.21213,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.324339,Study,Size,µm^2 gametophyte^–1,157.21213,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.249968,Study,Size,µm^2 gametophyte^–1,163.0303,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.240671,Study,Size,µm^2 gametophyte^–1,176.60606,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Bicheno, Tasmania, Australia",Gametophyte,Both,26.240671,Study,Size,µm^2 gametophyte^–1,184.36363,0,1,Figure 5g
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.116279,Study,Size,µm^2 gametophyte^–1,84.20339,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.108527,Study,Size,µm^2 gametophyte^–1,93.66102,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.108527,Study,Size,µm^2 gametophyte^–1,112.57627,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.108527,Study,Size,µm^2 gametophyte^–1,128.74576,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.488372,Study,Size,µm^2 gametophyte^–1,94.57627,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.472868,Study,Size,µm^2 gametophyte^–1,103.72881,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,13.48062,Study,Size,µm^2 gametophyte^–1,114.10169,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.596899,Study,Size,µm^2 gametophyte^–1,84.20339,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,16.736435,Study,Size,µm^2 gametophyte^–1,131.79662,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.596899,Study,Size,µm^2 gametophyte^–1,138.50847,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,16.751938,Study,Size,µm^2 gametophyte^–1,180.91525,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.581396,Study,Size,µm^2 gametophyte^–1,203.79662,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.60465,Study,Size,µm^2 gametophyte^–1,216.91525,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,16.767443,Study,Size,µm^2 gametophyte^–1,208.67796,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,16.775194,Study,Size,µm^2 gametophyte^–1,217.22034,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,16.728682,Study,Size,µm^2 gametophyte^–1,225.15254,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.581396,Study,Size,µm^2 gametophyte^–1,281.89832,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,17.589148,Study,Size,µm^2 gametophyte^–1,303.25424,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.434109,Study,Size,µm^2 gametophyte^–1,159.86441,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.434109,Study,Size,µm^2 gametophyte^–1,168.1017,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.410852,Study,Size,µm^2 gametophyte^–1,178.47458,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.403101,Study,Size,µm^2 gametophyte^–1,186.1017,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.906977,Study,Size,µm^2 gametophyte^–1,186.71187,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.744186,Study,Size,µm^2 gametophyte^–1,200.44067,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.899225,Study,Size,µm^2 gametophyte^–1,203.49153,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.007751,Study,Size,µm^2 gametophyte^–1,214.1695,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.829458,Study,Size,µm^2 gametophyte^–1,219.9661,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.829458,Study,Size,µm^2 gametophyte^–1,226.98305,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.581396,Study,Size,µm^2 gametophyte^–1,223.9322,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.44186,Study,Size,µm^2 gametophyte^–1,228.50847,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.542635,Study,Size,µm^2 gametophyte^–1,249.86441,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.511627,Study,Size,µm^2 gametophyte^–1,265.42374,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.705427,Study,Size,µm^2 gametophyte^–1,259.01694,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.821705,Study,Size,µm^2 gametophyte^–1,262.67798,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.945736,Study,Size,µm^2 gametophyte^–1,257.7966,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.968992,Study,Size,µm^2 gametophyte^–1,249.25424,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.379845,Study,Size,µm^2 gametophyte^–1,254.13559,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.348837,Study,Size,µm^2 gametophyte^–1,246.81355,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.689922,Study,Size,µm^2 gametophyte^–1,261.15256,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.68217,Study,Size,µm^2 gametophyte^–1,233.08475,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.364342,Study,Size,µm^2 gametophyte^–1,277.9322,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.697674,Study,Size,µm^2 gametophyte^–1,290.1356,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.39535,Study,Size,µm^2 gametophyte^–1,293.7966,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.372093,Study,Size,µm^2 gametophyte^–1,302.94916,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.534883,Study,Size,µm^2 gametophyte^–1,284.339,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.790697,Study,Size,µm^2 gametophyte^–1,289.8305,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.937984,Study,Size,µm^2 gametophyte^–1,293.49152,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.88372,Study,Size,µm^2 gametophyte^–1,302.94916,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.744186,Study,Size,µm^2 gametophyte^–1,307.22034,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.542635,Study,Size,µm^2 gametophyte^–1,315.76273,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.83721,Study,Size,µm^2 gametophyte^–1,323.08475,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.03876,Study,Size,µm^2 gametophyte^–1,327.661,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.511627,Study,Size,µm^2 gametophyte^–1,340.1695,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.767443,Study,Size,µm^2 gametophyte^–1,345.05084,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.744186,Study,Size,µm^2 gametophyte^–1,354.50848,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.333334,Study,Size,µm^2 gametophyte^–1,363.9661,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.689922,Study,Size,µm^2 gametophyte^–1,358.77966,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.992249,Study,Size,µm^2 gametophyte^–1,388.0678,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,19.868217,Study,Size,µm^2 gametophyte^–1,419.49152,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20,Study,Size,µm^2 gametophyte^–1,451.22034,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.511627,Study,Size,µm^2 gametophyte^–1,381.05084,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.697674,Study,Size,µm^2 gametophyte^–1,324.91525,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,20.697674,Study,Size,µm^2 gametophyte^–1,315.76273,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.48062,Study,Size,µm^2 gametophyte^–1,304.47458,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.612404,Study,Size,µm^2 gametophyte^–1,299.28815,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.612404,Study,Size,µm^2 gametophyte^–1,274.57626,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.503876,Study,Size,µm^2 gametophyte^–1,244.98305,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.496124,Study,Size,µm^2 gametophyte^–1,230.33899,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.627907,Study,Size,µm^2 gametophyte^–1,222.1017,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.488373,Study,Size,µm^2 gametophyte^–1,216.61017,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.612404,Study,Size,µm^2 gametophyte^–1,214.47458,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.620155,Study,Size,µm^2 gametophyte^–1,195.55933,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.472868,Study,Size,µm^2 gametophyte^–1,184.88136,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,21.596899,Study,Size,µm^2 gametophyte^–1,181.22034,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.984497,Study,Size,µm^2 gametophyte^–1,111.05085,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.27907,Study,Size,µm^2 gametophyte^–1,124.47458,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.984497,Study,Size,µm^2 gametophyte^–1,132.1017,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.069767,Study,Size,µm^2 gametophyte^–1,148.27118,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.31783,Study,Size,µm^2 gametophyte^–1,154.0678,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.054264,Study,Size,µm^2 gametophyte^–1,154.0678,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.32558,Study,Size,µm^2 gametophyte^–1,170.84746,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.992249,Study,Size,µm^2 gametophyte^–1,173.8983,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.968992,Study,Size,µm^2 gametophyte^–1,180.30508,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.60465,Study,Size,µm^2 gametophyte^–1,183.05084,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.108526,Study,Size,µm^2 gametophyte^–1,188.54237,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.108526,Study,Size,µm^2 gametophyte^–1,201.35593,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.04651,Study,Size,µm^2 gametophyte^–1,213.25424,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.286821,Study,Size,µm^2 gametophyte^–1,214.47458,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.589148,Study,Size,µm^2 gametophyte^–1,205.9322,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.60465,Study,Size,µm^2 gametophyte^–1,217.52542,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.612404,Study,Size,µm^2 gametophyte^–1,237.9661,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.573643,Study,Size,µm^2 gametophyte^–1,252,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,25.992249,Study,Size,µm^2 gametophyte^–1,255.05084,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Fortescue Bay, Tasmania, Australia",Gametophyte,Both,26.263565,Study,Size,µm^2 gametophyte^–1,314.23727,0,1,Figure 5h
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.106521,Study,Size,µm^2 gametophyte^–1,51.62733,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.08328,Study,Size,µm^2 gametophyte^–1,57.98758,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.091026,Study,Size,µm^2 gametophyte^–1,61.962734,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.091026,Study,Size,µm^2 gametophyte^–1,72.298134,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.509361,Study,Size,µm^2 gametophyte^–1,61.763977,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.48612,Study,Size,µm^2 gametophyte^–1,67.13043,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.478374,Study,Size,µm^2 gametophyte^–1,73.29192,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.501614,Study,Size,µm^2 gametophyte^–1,85.81367,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,13.48612,Study,Size,µm^2 gametophyte^–1,93.36646,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,17.599741,Study,Size,µm^2 gametophyte^–1,91.18012,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,17.584248,Study,Size,µm^2 gametophyte^–1,104.695656,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,16.685604,Study,Size,µm^2 gametophyte^–1,110.65839,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,16.69335,Study,Size,µm^2 gametophyte^–1,115.03106,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,16.71659,Study,Size,µm^2 gametophyte^–1,120,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,16.708845,Study,Size,µm^2 gametophyte^–1,147.22981,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,16.732084,Study,Size,µm^2 gametophyte^–1,173.6646,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,17.584248,Study,Size,µm^2 gametophyte^–1,164.72049,0,1,Figure 5i
Mohring et al. 2014,10.3354/meps10916,Laminariales,Ecklonia radiata,"Southport, Tasmania, Australia",Gametophyte,Both,17.591995,Study,Size,µm^2 gametophyte^–1,176.64597,0,1,Figure 5i
